text,label
Thank you for your purchase!,O
Receipt #: 22017,O
Electric Company,STORE
Date: 2025-04-07,DATE
Total: $834.61,TOTAL
monthly #1394 $834.61,ITEM
Thank you for your purchase!,O
Receipt #: 98819,O
Water Service,STORE
Date: 2025-04-05,DATE
Total: $24.57,TOTAL
service utility payment $24.57,ITEM
Thank you for your purchase!,O
Receipt #: 84072,O
Shell,STORE
Date: 2025-03-24,DATE
Total: $43.17,TOTAL
transit fuel $43.17,ITEM
Thank you for your purchase!,O
Receipt #: 57759,O
Nike,STORE
Date: 2025-04-03,DATE
Total: $131.30,TOTAL
electronics shoes $131.30,ITEM
Thank you for your purchase!,O
Receipt #: 88242,O
Metro,STORE
Date: 2025-04-21,DATE
Total: $71.84,TOTAL
transportation transit $71.84,ITEM
Thank you for your purchase!,O
Receipt #: 94549,O
Lyft,STORE
Date: 2025-04-19,DATE
Total: $44.20,TOTAL
gas fuel #4730 $44.20,ITEM
Thank you for your purchase!,O
Receipt #: 37442,O
McDonalds,STORE
Date: 2025-03-30,DATE
Total: $631.74,TOTAL
dinner lunch $631.74,ITEM
Thank you for your purchase!,O
Receipt #: 66309,O
Various Services,STORE
Date: 2025-04-15,DATE
Total: $79.11,TOTAL
payment other service $79.11,ITEM
Thank you for your purchase!,O
Receipt #: 31301,O
H&M,STORE
Date: 2025-03-27,DATE
Total: $21.31,TOTAL
clothes accessories purchase #1373 $21.31,ITEM
Thank you for your purchase!,O
Receipt #: 48179,O
AT&T,STORE
Date: 2025-04-07,DATE
Total: $474.80,TOTAL
service bill $474.80,ITEM
Thank you for your purchase!,O
Receipt #: 73713,O
Lyft,STORE
Date: 2025-03-29,DATE
Total: $67.55,TOTAL
fuel ride transportation $67.55,ITEM
Thank you for your purchase!,O
Receipt #: 86738,O
Amazon,STORE
Date: 2025-04-13,DATE
Total: $34.58,TOTAL
purchase electronics shoes #9368 $34.58,ITEM
Thank you for your purchase!,O
Receipt #: 34865,O
Local Clinic,STORE
Date: 2025-04-16,DATE
Total: $152.89,TOTAL
prescription $152.89,ITEM
Thank you for your purchase!,O
Receipt #: 37322,O
Quest Diagnostics,STORE
Date: 2025-04-10,DATE
Total: $255.07,TOTAL
medical health medicine $255.07,ITEM
Thank you for your purchase!,O
Receipt #: 88636,O
Trader Joes,STORE
Date: 2025-04-01,DATE
Total: $137.08,TOTAL
produce bread $137.08,ITEM
Thank you for your purchase!,O
Receipt #: 48359,O
BP,STORE
Date: 2025-04-11,DATE
Total: $12.08,TOTAL
gas ride $12.08,ITEM
Thank you for your purchase!,O
Receipt #: 32712,O
Trader Joes,STORE
Date: 2025-04-02,DATE
Total: $134.80,TOTAL
dairy $134.80,ITEM
Thank you for your purchase!,O
Receipt #: 72335,O
Local Clinic,STORE
Date: 2025-04-14,DATE
Total: $406.17,TOTAL
prescription health $406.17,ITEM
Thank you for your purchase!,O
Receipt #: 55005,O
Walgreens,STORE
Date: 2025-04-03,DATE
Total: $114.13,TOTAL
medicine health prescription #8683 $114.13,ITEM
Thank you for your purchase!,O
Receipt #: 61750,O
Nike,STORE
Date: 2025-04-21,DATE
Total: $141.37,TOTAL
purchase electronics #2416 $141.37,ITEM
Thank you for your purchase!,O
Receipt #: 35378,O
Xbox,STORE
Date: 2025-04-01,DATE
Total: $22.58,TOTAL
movie #1577 $22.58,ITEM
Thank you for your purchase!,O
Receipt #: 60008,O
Electric Company,STORE
Date: 2025-04-13,DATE
Total: $639.46,TOTAL
payment bill service $639.46,ITEM
Thank you for your purchase!,O
Receipt #: 62929,O
Nike,STORE
Date: 2025-04-05,DATE
Total: $175.95,TOTAL
clothes $175.95,ITEM
Thank you for your purchase!,O
Receipt #: 84917,O
Miscellaneous,STORE
Date: 2025-03-28,DATE
Total: $570.75,TOTAL
misc general $570.75,ITEM
Thank you for your purchase!,O
Receipt #: 41308,O
Walmart,STORE
Date: 2025-03-23,DATE
Total: $194.64,TOTAL
bread food produce #6505 $194.64,ITEM
Thank you for your purchase!,O
Receipt #: 18354,O
Metro,STORE
Date: 2025-03-23,DATE
Total: $25.75,TOTAL
taxi $25.75,ITEM
Thank you for your purchase!,O
Receipt #: 28033,O
Nike,STORE
Date: 2025-04-20,DATE
Total: $105.49,TOTAL
shoes electronics $105.49,ITEM
Thank you for your purchase!,O
Receipt #: 95803,O
Shell,STORE
Date: 2025-03-23,DATE
Total: $49.98,TOTAL
transportation fuel gas $49.98,ITEM
Thank you for your purchase!,O
Receipt #: 11984,O
BP,STORE
Date: 2025-04-05,DATE
Total: $61.39,TOTAL
taxi transit $61.39,ITEM
Thank you for your purchase!,O
Receipt #: 90070,O
Spotify,STORE
Date: 2025-03-26,DATE
Total: $36.42,TOTAL
music movie streaming #7374 $36.42,ITEM
Thank you for your purchase!,O
Receipt #: 93026,O
Miscellaneous,STORE
Date: 2025-04-17,DATE
Total: $120.61,TOTAL
general service $120.61,ITEM
Thank you for your purchase!,O
Receipt #: 56224,O
Pizza Hut,STORE
Date: 2025-04-20,DATE
Total: $65.60,TOTAL
dinner restaurant meal #7725 $65.60,ITEM
Thank you for your purchase!,O
Receipt #: 34431,O
Water Service,STORE
Date: 2025-03-30,DATE
Total: $727.46,TOTAL
bill monthly service $727.46,ITEM
Thank you for your purchase!,O
Receipt #: 59258,O
Shell,STORE
Date: 2025-03-28,DATE
Total: $61.00,TOTAL
fuel #5445 $61.00,ITEM
Thank you for your purchase!,O
Receipt #: 55190,O
Quest Diagnostics,STORE
Date: 2025-04-01,DATE
Total: $341.93,TOTAL
prescription $341.93,ITEM
Thank you for your purchase!,O
Receipt #: 40338,O
Steam,STORE
Date: 2025-04-11,DATE
Total: $20.49,TOTAL
music #4200 $20.49,ITEM
Thank you for your purchase!,O
Receipt #: 57143,O
Kroger,STORE
Date: 2025-04-19,DATE
Total: $176.95,TOTAL
dairy meat produce $176.95,ITEM
Thank you for your purchase!,O
Receipt #: 91126,O
Xbox,STORE
Date: 2025-03-26,DATE
Total: $16.45,TOTAL
game movie streaming $16.45,ITEM
Thank you for your purchase!,O
Receipt #: 63106,O
AMC Theaters,STORE
Date: 2025-03-28,DATE
Total: $13.29,TOTAL
game #6003 $13.29,ITEM
Thank you for your purchase!,O
Receipt #: 98625,O
Verizon,STORE
Date: 2025-04-10,DATE
Total: $751.82,TOTAL
monthly #5940 $751.82,ITEM
Thank you for your purchase!,O
Receipt #: 20827,O
Safeway,STORE
Date: 2025-03-30,DATE
Total: $93.32,TOTAL
dairy produce $93.32,ITEM
Thank you for your purchase!,O
Receipt #: 87222,O
Best Buy,STORE
Date: 2025-03-28,DATE
Total: $28.76,TOTAL
purchase $28.76,ITEM
Thank you for your purchase!,O
Receipt #: 17987,O
McDonalds,STORE
Date: 2025-04-08,DATE
Total: $10.03,TOTAL
takeout $10.03,ITEM
Thank you for your purchase!,O
Receipt #: 17673,O
Steam,STORE
Date: 2025-04-10,DATE
Total: $45.83,TOTAL
entertainment streaming #8961 $45.83,ITEM
Thank you for your purchase!,O
Receipt #: 81712,O
Verizon,STORE
Date: 2025-04-10,DATE
Total: $500.22,TOTAL
bill $500.22,ITEM
Thank you for your purchase!,O
Receipt #: 82340,O
Target,STORE
Date: 2025-04-14,DATE
Total: $219.24,TOTAL
accessories $219.24,ITEM
Thank you for your purchase!,O
Receipt #: 95390,O
Unknown Vendor,STORE
Date: 2025-03-27,DATE
Total: $598.06,TOTAL
misc $598.06,ITEM
Thank you for your purchase!,O
Receipt #: 12943,O
Uber,STORE
Date: 2025-03-29,DATE
Total: $46.74,TOTAL
transit #1285 $46.74,ITEM
Thank you for your purchase!,O
Receipt #: 73641,O
Unknown Vendor,STORE
Date: 2025-04-14,DATE
Total: $296.25,TOTAL
misc $296.25,ITEM
Thank you for your purchase!,O
Receipt #: 62680,O
Safeway,STORE
Date: 2025-04-09,DATE
Total: $92.71,TOTAL
produce $92.71,ITEM
Thank you for your purchase!,O
Receipt #: 99612,O
Trader Joes,STORE
Date: 2025-03-30,DATE
Total: $153.33,TOTAL
food dairy $153.33,ITEM
Thank you for your purchase!,O
Receipt #: 25429,O
Unknown Vendor,STORE
Date: 2025-03-28,DATE
Total: $853.48,TOTAL
other misc #7776 $853.48,ITEM
Thank you for your purchase!,O
Receipt #: 73288,O
Metro,STORE
Date: 2025-04-07,DATE
Total: $58.10,TOTAL
gas taxi $58.10,ITEM
Thank you for your purchase!,O
Receipt #: 89519,O
Local Restaurant,STORE
Date: 2025-04-04,DATE
Total: $929.86,TOTAL
meal restaurant takeout $929.86,ITEM
Thank you for your purchase!,O
Receipt #: 22234,O
Target,STORE
Date: 2025-04-17,DATE
Total: $61.47,TOTAL
electronics shoes clothes $61.47,ITEM
Thank you for your purchase!,O
Receipt #: 61409,O
Nike,STORE
Date: 2025-03-29,DATE
Total: $298.73,TOTAL
shoes electronics $298.73,ITEM
Thank you for your purchase!,O
Receipt #: 86007,O
Lyft,STORE
Date: 2025-04-17,DATE
Total: $35.15,TOTAL
gas ride $35.15,ITEM
Thank you for your purchase!,O
Receipt #: 56878,O
Nike,STORE
Date: 2025-03-24,DATE
Total: $173.39,TOTAL
purchase shoes $173.39,ITEM
Thank you for your purchase!,O
Receipt #: 69239,O
Spotify,STORE
Date: 2025-03-27,DATE
Total: $32.06,TOTAL
entertainment movie streaming $32.06,ITEM
Thank you for your purchase!,O
Receipt #: 49026,O
Spotify,STORE
Date: 2025-03-23,DATE
Total: $11.26,TOTAL
movie music $11.26,ITEM
Thank you for your purchase!,O
Receipt #: 47142,O
Unknown Vendor,STORE
Date: 2025-03-27,DATE
Total: $728.91,TOTAL
general $728.91,ITEM
Thank you for your purchase!,O
Receipt #: 27103,O
Metro,STORE
Date: 2025-04-01,DATE
Total: $28.09,TOTAL
taxi transportation fuel $28.09,ITEM
Thank you for your purchase!,O
Receipt #: 88267,O
Water Service,STORE
Date: 2025-04-04,DATE
Total: $820.12,TOTAL
utility #7819 $820.12,ITEM
Thank you for your purchase!,O
Receipt #: 73368,O
Walmart,STORE
Date: 2025-04-14,DATE
Total: $55.39,TOTAL
dairy bread #6035 $55.39,ITEM
Thank you for your purchase!,O
Receipt #: 13896,O
Trader Joes,STORE
Date: 2025-04-07,DATE
Total: $84.61,TOTAL
food bread produce $84.61,ITEM
Thank you for your purchase!,O
Receipt #: 88191,O
Spotify,STORE
Date: 2025-04-16,DATE
Total: $14.89,TOTAL
entertainment streaming $14.89,ITEM
Thank you for your purchase!,O
Receipt #: 36848,O
Quest Diagnostics,STORE
Date: 2025-04-06,DATE
Total: $206.15,TOTAL
doctor $206.15,ITEM
Thank you for your purchase!,O
Receipt #: 19985,O
AMC Theaters,STORE
Date: 2025-04-06,DATE
Total: $34.96,TOTAL
streaming entertainment music $34.96,ITEM
Thank you for your purchase!,O
Receipt #: 53426,O
Quest Diagnostics,STORE
Date: 2025-04-09,DATE
Total: $79.15,TOTAL
medicine doctor #4099 $79.15,ITEM
Thank you for your purchase!,O
Receipt #: 83068,O
Whole Foods,STORE
Date: 2025-04-07,DATE
Total: $148.00,TOTAL
groceries bread $148.00,ITEM
Thank you for your purchase!,O
Receipt #: 74079,O
Unknown Vendor,STORE
Date: 2025-03-29,DATE
Total: $835.24,TOTAL
service other #1909 $835.24,ITEM
Thank you for your purchase!,O
Receipt #: 89195,O
AT&T,STORE
Date: 2025-03-23,DATE
Total: $770.52,TOTAL
bill service $770.52,ITEM
Thank you for your purchase!,O
Receipt #: 78518,O
Whole Foods,STORE
Date: 2025-04-17,DATE
Total: $175.42,TOTAL
bread groceries meat $175.42,ITEM
Thank you for your purchase!,O
Receipt #: 71874,O
Best Buy,STORE
Date: 2025-04-04,DATE
Total: $212.50,TOTAL
purchase $212.50,ITEM
Thank you for your purchase!,O
Receipt #: 44312,O
Steam,STORE
Date: 2025-04-07,DATE
Total: $11.56,TOTAL
movie streaming music $11.56,ITEM
Thank you for your purchase!,O
Receipt #: 12660,O
Nike,STORE
Date: 2025-04-08,DATE
Total: $235.95,TOTAL
electronics purchase shoes $235.95,ITEM
Thank you for your purchase!,O
Receipt #: 74164,O
Trader Joes,STORE
Date: 2025-04-20,DATE
Total: $59.94,TOTAL
meat food $59.94,ITEM
Thank you for your purchase!,O
Receipt #: 97197,O
Spotify,STORE
Date: 2025-03-28,DATE
Total: $48.37,TOTAL
entertainment streaming movie $48.37,ITEM
Thank you for your purchase!,O
Receipt #: 50700,O
Steam,STORE
Date: 2025-04-14,DATE
Total: $31.40,TOTAL
game entertainment $31.40,ITEM
Thank you for your purchase!,O
Receipt #: 63884,O
Metro,STORE
Date: 2025-04-07,DATE
Total: $9.09,TOTAL
taxi $9.09,ITEM
Thank you for your purchase!,O
Receipt #: 35387,O
Walmart,STORE
Date: 2025-03-24,DATE
Total: $102.50,TOTAL
produce $102.50,ITEM
Thank you for your purchase!,O
Receipt #: 87865,O
Unknown Vendor,STORE
Date: 2025-04-14,DATE
Total: $94.92,TOTAL
other general $94.92,ITEM
Thank you for your purchase!,O
Receipt #: 50792,O
Amazon,STORE
Date: 2025-04-19,DATE
Total: $47.44,TOTAL
shoes #2568 $47.44,ITEM
Thank you for your purchase!,O
Receipt #: 12722,O
Steam,STORE
Date: 2025-04-19,DATE
Total: $30.13,TOTAL
entertainment music streaming #4527 $30.13,ITEM
Thank you for your purchase!,O
Receipt #: 81044,O
Verizon,STORE
Date: 2025-04-16,DATE
Total: $938.25,TOTAL
bill service utility $938.25,ITEM
Thank you for your purchase!,O
Receipt #: 96156,O
Quest Diagnostics,STORE
Date: 2025-04-14,DATE
Total: $90.62,TOTAL
medicine $90.62,ITEM
Thank you for your purchase!,O
Receipt #: 43923,O
Local Restaurant,STORE
Date: 2025-03-31,DATE
Total: $692.68,TOTAL
takeout delivery $692.68,ITEM
Thank you for your purchase!,O
Receipt #: 91439,O
Walgreens,STORE
Date: 2025-03-31,DATE
Total: $158.36,TOTAL
medical $158.36,ITEM
Thank you for your purchase!,O
Receipt #: 11921,O
Kroger,STORE
Date: 2025-04-06,DATE
Total: $196.98,TOTAL
dairy bread #9705 $196.98,ITEM
Thank you for your purchase!,O
Receipt #: 93718,O
Unknown Vendor,STORE
Date: 2025-04-07,DATE
Total: $154.95,TOTAL
misc other payment #2750 $154.95,ITEM
Thank you for your purchase!,O
Receipt #: 61167,O
Verizon,STORE
Date: 2025-04-19,DATE
Total: $75.75,TOTAL
service $75.75,ITEM
Thank you for your purchase!,O
Receipt #: 27190,O
AMC Theaters,STORE
Date: 2025-04-15,DATE
Total: $40.05,TOTAL
music entertainment streaming $40.05,ITEM
Thank you for your purchase!,O
Receipt #: 38073,O
Steam,STORE
Date: 2025-03-28,DATE
Total: $27.89,TOTAL
streaming movie entertainment #8884 $27.89,ITEM
Thank you for your purchase!,O
Receipt #: 96545,O
AMC Theaters,STORE
Date: 2025-03-27,DATE
Total: $22.39,TOTAL
movie streaming entertainment $22.39,ITEM
Thank you for your purchase!,O
Receipt #: 84151,O
Safeway,STORE
Date: 2025-04-16,DATE
Total: $115.98,TOTAL
food dairy #8465 $115.98,ITEM
Thank you for your purchase!,O
Receipt #: 33264,O
Chipotle,STORE
Date: 2025-04-04,DATE
Total: $445.11,TOTAL
takeout restaurant $445.11,ITEM
Thank you for your purchase!,O
Receipt #: 72077,O
CVS,STORE
Date: 2025-04-20,DATE
Total: $404.67,TOTAL
health #5755 $404.67,ITEM
Thank you for your purchase!,O
Receipt #: 24716,O
Walgreens,STORE
Date: 2025-04-03,DATE
Total: $356.55,TOTAL
health medical prescription #4775 $356.55,ITEM
Thank you for your purchase!,O
Receipt #: 95195,O
Quest Diagnostics,STORE
Date: 2025-04-04,DATE
Total: $325.33,TOTAL
prescription medical doctor #5297 $325.33,ITEM
Thank you for your purchase!,O
Receipt #: 72929,O
CVS,STORE
Date: 2025-04-06,DATE
Total: $198.31,TOTAL
doctor medicine prescription $198.31,ITEM
Thank you for your purchase!,O
Receipt #: 60985,O
Amazon,STORE
Date: 2025-04-15,DATE
Total: $25.47,TOTAL
accessories shoes electronics $25.47,ITEM
Thank you for your purchase!,O
Receipt #: 89283,O
Whole Foods,STORE
Date: 2025-04-16,DATE
Total: $24.81,TOTAL
dairy meat $24.81,ITEM
Thank you for your purchase!,O
Receipt #: 16625,O
AMC Theaters,STORE
Date: 2025-04-18,DATE
Total: $33.76,TOTAL
streaming entertainment $33.76,ITEM
Thank you for your purchase!,O
Receipt #: 11688,O
Spotify,STORE
Date: 2025-04-12,DATE
Total: $18.55,TOTAL
movie game music $18.55,ITEM
Thank you for your purchase!,O
Receipt #: 58057,O
Water Service,STORE
Date: 2025-04-13,DATE
Total: $727.79,TOTAL
monthly utility service $727.79,ITEM
Thank you for your purchase!,O
Receipt #: 19370,O
Uber,STORE
Date: 2025-03-27,DATE
Total: $34.63,TOTAL
ride fuel transit #7284 $34.63,ITEM
Thank you for your purchase!,O
Receipt #: 46091,O
H&M,STORE
Date: 2025-04-03,DATE
Total: $144.22,TOTAL
electronics purchase $144.22,ITEM
Thank you for your purchase!,O
Receipt #: 45548,O
BP,STORE
Date: 2025-04-06,DATE
Total: $35.03,TOTAL
transportation taxi ride $35.03,ITEM
Thank you for your purchase!,O
Receipt #: 42375,O
Whole Foods,STORE
Date: 2025-04-07,DATE
Total: $85.72,TOTAL
bread #8541 $85.72,ITEM
Thank you for your purchase!,O
Receipt #: 25792,O
McDonalds,STORE
Date: 2025-04-05,DATE
Total: $584.07,TOTAL
delivery $584.07,ITEM
Thank you for your purchase!,O
Receipt #: 38337,O
Target,STORE
Date: 2025-03-29,DATE
Total: $58.90,TOTAL
clothes accessories purchase $58.90,ITEM
Thank you for your purchase!,O
Receipt #: 28067,O
Verizon,STORE
Date: 2025-04-11,DATE
Total: $298.42,TOTAL
service $298.42,ITEM
Thank you for your purchase!,O
Receipt #: 46950,O
Metro,STORE
Date: 2025-03-26,DATE
Total: $74.98,TOTAL
gas #9247 $74.98,ITEM
Thank you for your purchase!,O
Receipt #: 74930,O
Chipotle,STORE
Date: 2025-04-17,DATE
Total: $392.23,TOTAL
lunch delivery $392.23,ITEM
Thank you for your purchase!,O
Receipt #: 18083,O
BP,STORE
Date: 2025-04-21,DATE
Total: $24.92,TOTAL
taxi transit ride #2441 $24.92,ITEM
Thank you for your purchase!,O
Receipt #: 52514,O
McDonalds,STORE
Date: 2025-04-09,DATE
Total: $728.40,TOTAL
takeout $728.40,ITEM
Thank you for your purchase!,O
Receipt #: 26334,O
Electric Company,STORE
Date: 2025-04-21,DATE
Total: $801.77,TOTAL
payment service #1707 $801.77,ITEM
Thank you for your purchase!,O
Receipt #: 75921,O
Nike,STORE
Date: 2025-04-10,DATE
Total: $283.11,TOTAL
accessories $283.11,ITEM
Thank you for your purchase!,O
Receipt #: 56169,O
Kroger,STORE
Date: 2025-03-31,DATE
Total: $146.32,TOTAL
produce food $146.32,ITEM
Thank you for your purchase!,O
Receipt #: 22889,O
Chipotle,STORE
Date: 2025-04-02,DATE
Total: $828.87,TOTAL
meal #9424 $828.87,ITEM
Thank you for your purchase!,O
Receipt #: 37521,O
Unknown Vendor,STORE
Date: 2025-04-04,DATE
Total: $524.06,TOTAL
other misc #9003 $524.06,ITEM
Thank you for your purchase!,O
Receipt #: 27080,O
Water Service,STORE
Date: 2025-03-28,DATE
Total: $697.60,TOTAL
payment bill monthly $697.60,ITEM
Thank you for your purchase!,O
Receipt #: 67810,O
Local Clinic,STORE
Date: 2025-04-08,DATE
Total: $211.31,TOTAL
prescription #2041 $211.31,ITEM
Thank you for your purchase!,O
Receipt #: 68517,O
H&M,STORE
Date: 2025-03-27,DATE
Total: $167.49,TOTAL
clothes purchase electronics #6412 $167.49,ITEM
Thank you for your purchase!,O
Receipt #: 17784,O
Water Service,STORE
Date: 2025-04-16,DATE
Total: $341.79,TOTAL
bill monthly payment $341.79,ITEM
Thank you for your purchase!,O
Receipt #: 49374,O
Unknown Vendor,STORE
Date: 2025-04-16,DATE
Total: $428.47,TOTAL
other general payment $428.47,ITEM
Thank you for your purchase!,O
Receipt #: 66950,O
Subway,STORE
Date: 2025-03-31,DATE
Total: $343.30,TOTAL
delivery restaurant lunch $343.30,ITEM
Thank you for your purchase!,O
Receipt #: 25998,O
Local Clinic,STORE
Date: 2025-03-23,DATE
Total: $367.21,TOTAL
medical medicine prescription $367.21,ITEM
Thank you for your purchase!,O
Receipt #: 55342,O
Walgreens,STORE
Date: 2025-04-01,DATE
Total: $304.01,TOTAL
medicine $304.01,ITEM
Thank you for your purchase!,O
Receipt #: 68986,O
Chipotle,STORE
Date: 2025-03-28,DATE
Total: $177.69,TOTAL
restaurant takeout delivery $177.69,ITEM
Thank you for your purchase!,O
Receipt #: 87086,O
AMC Theaters,STORE
Date: 2025-03-24,DATE
Total: $11.22,TOTAL
streaming music entertainment $11.22,ITEM
Thank you for your purchase!,O
Receipt #: 30423,O
AMC Theaters,STORE
Date: 2025-04-07,DATE
Total: $12.35,TOTAL
music movie $12.35,ITEM
Thank you for your purchase!,O
Receipt #: 84990,O
Electric Company,STORE
Date: 2025-04-05,DATE
Total: $905.73,TOTAL
service #9760 $905.73,ITEM
Thank you for your purchase!,O
Receipt #: 49790,O
CVS,STORE
Date: 2025-04-09,DATE
Total: $31.63,TOTAL
health $31.63,ITEM
Thank you for your purchase!,O
Receipt #: 42375,O
Various Services,STORE
Date: 2025-04-19,DATE
Total: $259.12,TOTAL
general #2579 $259.12,ITEM
Thank you for your purchase!,O
Receipt #: 34166,O
Local Restaurant,STORE
Date: 2025-03-26,DATE
Total: $191.01,TOTAL
restaurant dinner #3530 $191.01,ITEM
Thank you for your purchase!,O
Receipt #: 57736,O
Subway,STORE
Date: 2025-03-29,DATE
Total: $944.19,TOTAL
lunch #5779 $944.19,ITEM
Thank you for your purchase!,O
Receipt #: 29979,O
CVS,STORE
Date: 2025-04-05,DATE
Total: $378.85,TOTAL
medical doctor $378.85,ITEM
Thank you for your purchase!,O
Receipt #: 77632,O
Kroger,STORE
Date: 2025-04-05,DATE
Total: $196.29,TOTAL
meat food dairy $196.29,ITEM
Thank you for your purchase!,O
Receipt #: 54771,O
Various Services,STORE
Date: 2025-04-06,DATE
Total: $444.44,TOTAL
payment misc other $444.44,ITEM
Thank you for your purchase!,O
Receipt #: 77419,O
BP,STORE
Date: 2025-03-25,DATE
Total: $59.26,TOTAL
taxi transportation $59.26,ITEM
Thank you for your purchase!,O
Receipt #: 12781,O
Water Service,STORE
Date: 2025-04-10,DATE
Total: $682.40,TOTAL
monthly utility bill #3750 $682.40,ITEM
Thank you for your purchase!,O
Receipt #: 12778,O
Lyft,STORE
Date: 2025-04-09,DATE
Total: $71.71,TOTAL
taxi transit transportation $71.71,ITEM
Thank you for your purchase!,O
Receipt #: 32271,O
H&M,STORE
Date: 2025-03-24,DATE
Total: $270.75,TOTAL
clothes electronics $270.75,ITEM
Thank you for your purchase!,O
Receipt #: 15386,O
Steam,STORE
Date: 2025-04-07,DATE
Total: $38.09,TOTAL
entertainment movie #8589 $38.09,ITEM
Thank you for your purchase!,O
Receipt #: 50822,O
Various Services,STORE
Date: 2025-04-03,DATE
Total: $126.13,TOTAL
misc $126.13,ITEM
Thank you for your purchase!,O
Receipt #: 22576,O
Steam,STORE
Date: 2025-04-18,DATE
Total: $37.58,TOTAL
streaming $37.58,ITEM
Thank you for your purchase!,O
Receipt #: 95825,O
Walmart,STORE
Date: 2025-04-01,DATE
Total: $142.35,TOTAL
bread $142.35,ITEM
Thank you for your purchase!,O
Receipt #: 40761,O
Electric Company,STORE
Date: 2025-04-11,DATE
Total: $140.96,TOTAL
service payment $140.96,ITEM
Thank you for your purchase!,O
Receipt #: 42726,O
Pizza Hut,STORE
Date: 2025-04-14,DATE
Total: $72.77,TOTAL
takeout lunch $72.77,ITEM
Thank you for your purchase!,O
Receipt #: 54668,O
Safeway,STORE
Date: 2025-03-26,DATE
Total: $93.83,TOTAL
groceries $93.83,ITEM
Thank you for your purchase!,O
Receipt #: 46338,O
Water Service,STORE
Date: 2025-04-02,DATE
Total: $221.06,TOTAL
payment $221.06,ITEM
Thank you for your purchase!,O
Receipt #: 73389,O
CVS,STORE
Date: 2025-03-28,DATE
Total: $36.96,TOTAL
medicine $36.96,ITEM
Thank you for your purchase!,O
Receipt #: 28637,O
AMC Theaters,STORE
Date: 2025-03-25,DATE
Total: $15.12,TOTAL
entertainment movie music #7395 $15.12,ITEM
Thank you for your purchase!,O
Receipt #: 75080,O
Miscellaneous,STORE
Date: 2025-04-10,DATE
Total: $479.87,TOTAL
general $479.87,ITEM
Thank you for your purchase!,O
Receipt #: 52702,O
Safeway,STORE
Date: 2025-04-09,DATE
Total: $30.75,TOTAL
meat $30.75,ITEM
Thank you for your purchase!,O
Receipt #: 91646,O
Various Services,STORE
Date: 2025-04-14,DATE
Total: $297.24,TOTAL
misc payment other $297.24,ITEM
Thank you for your purchase!,O
Receipt #: 96487,O
AMC Theaters,STORE
Date: 2025-04-03,DATE
Total: $34.29,TOTAL
game movie $34.29,ITEM
Thank you for your purchase!,O
Receipt #: 58921,O
CVS,STORE
Date: 2025-04-16,DATE
Total: $115.11,TOTAL
health medical $115.11,ITEM
Thank you for your purchase!,O
Receipt #: 68061,O
AMC Theaters,STORE
Date: 2025-03-24,DATE
Total: $38.14,TOTAL
game music #7706 $38.14,ITEM
Thank you for your purchase!,O
Receipt #: 97295,O
Miscellaneous,STORE
Date: 2025-03-28,DATE
Total: $435.52,TOTAL
other service misc $435.52,ITEM
Thank you for your purchase!,O
Receipt #: 24062,O
BP,STORE
Date: 2025-04-03,DATE
Total: $29.95,TOTAL
ride transportation taxi $29.95,ITEM
Thank you for your purchase!,O
Receipt #: 81611,O
Water Service,STORE
Date: 2025-04-02,DATE
Total: $146.89,TOTAL
service utility bill #2139 $146.89,ITEM
Thank you for your purchase!,O
Receipt #: 51612,O
Uber,STORE
Date: 2025-03-24,DATE
Total: $30.89,TOTAL
transportation fuel #7725 $30.89,ITEM
Thank you for your purchase!,O
Receipt #: 97925,O
Best Buy,STORE
Date: 2025-03-25,DATE
Total: $108.00,TOTAL
purchase shoes $108.00,ITEM
Thank you for your purchase!,O
Receipt #: 22647,O
Whole Foods,STORE
Date: 2025-04-12,DATE
Total: $79.33,TOTAL
dairy food $79.33,ITEM
Thank you for your purchase!,O
Receipt #: 63716,O
Miscellaneous,STORE
Date: 2025-04-12,DATE
Total: $940.16,TOTAL
payment service $940.16,ITEM
Thank you for your purchase!,O
Receipt #: 70580,O
Safeway,STORE
Date: 2025-04-05,DATE
Total: $128.39,TOTAL
groceries $128.39,ITEM
Thank you for your purchase!,O
Receipt #: 37140,O
Quest Diagnostics,STORE
Date: 2025-03-25,DATE
Total: $461.60,TOTAL
medical prescription $461.60,ITEM
Thank you for your purchase!,O
Receipt #: 71266,O
H&M,STORE
Date: 2025-04-15,DATE
Total: $122.01,TOTAL
accessories electronics shoes $122.01,ITEM
Thank you for your purchase!,O
Receipt #: 26921,O
AT&T,STORE
Date: 2025-04-09,DATE
Total: $373.72,TOTAL
payment bill $373.72,ITEM
Thank you for your purchase!,O
Receipt #: 73130,O
Amazon,STORE
Date: 2025-03-25,DATE
Total: $197.83,TOTAL
shoes $197.83,ITEM
Thank you for your purchase!,O
Receipt #: 63911,O
Miscellaneous,STORE
Date: 2025-04-14,DATE
Total: $812.54,TOTAL
general misc #6549 $812.54,ITEM
Thank you for your purchase!,O
Receipt #: 91162,O
BP,STORE
Date: 2025-03-23,DATE
Total: $73.16,TOTAL
ride transit #1203 $73.16,ITEM
Thank you for your purchase!,O
Receipt #: 55898,O
Trader Joes,STORE
Date: 2025-04-01,DATE
Total: $153.88,TOTAL
groceries produce food #9020 $153.88,ITEM
Thank you for your purchase!,O
Receipt #: 66406,O
Target,STORE
Date: 2025-03-29,DATE
